timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
11198599,11180925,3997730,141.23991,23.07,99640.0,1.183888
11258809,11236178,3997730,141.19763,23.08,99640.5,1.1838939
11309028,11288887,3997730,141.23991,23.09,99640.0,1.183888
11359195,11341583,3997730,141.1765,23.09,99640.75,1.183897
11419519,11396866,3997730,141.3456,23.1,99638.74,1.1838732
11469689,11449569,3997730,141.30331,23.109999,99639.24,1.183879
11519884,11502280,3997730,141.36674,23.109999,99638.5,1.1838702
11580065,11557448,3997730,141.36674,23.119999,99638.49,1.1838701
11630304,11610135,3997730,141.21877,23.13,99640.25,1.183891
11680567,11662933,3997730,141.09193,23.13,99641.75,1.1839088
11740792,11718138,3997730,141.11307,23.14,99641.5,1.1839058
11791050,11770865,3997730,141.23991,23.15,99640.0,1.183888
11841198,11823582,3997730,141.11307,23.15,99641.5,1.1839058
11901490,11878783,3997730,141.36674,23.17,99638.5,1.1838702
11951796,11931564,3997730,141.23991,23.17,99640.0,1.183888
12002046,11984383,3997730,141.30331,23.17,99639.24,1.183879
12062326,12039675,3997730,141.21877,23.18,99640.25,1.183891
12112505,12092381,3997730,141.32446,23.189999,99639.0,1.1838762
12162762,12145095,3997730,141.23991,23.199999,99640.0,1.183888
12223055,12200383,3997730,141.38788,23.21,99638.24,1.1838671
12273239,12253109,3997730,141.23991,23.21,99640.0,1.183888
12323449,12305829,3997730,141.30331,23.22,99639.24,1.183879
12383646,12361017,3997730,141.36674,23.23,99638.5,1.1838702
12433944,12413739,3997730,141.32446,23.24,99638.99,1.183876
12484211,12466489,3997730,141.23991,23.24,99640.0,1.183888
12544427,12521778,3997730,141.21877,23.25,99640.25,1.183891
12594698,12574526,3997730,141.28218,23.25,99639.5,1.1838821
12644876,12627270,3997730,141.38788,23.26,99638.24,1.1838671
12705190,12682441,3997730,141.23991,23.269999,99640.0,1.183888
12755411,12735244,3997730,141.38788,23.279999,99638.24,1.1838671
12805641,12788010,3997730,141.3456,23.289999,99638.74,1.1838732
12865915,12843254,3997730,141.40901,23.289999,99638.0,1.1838642
12916062,12895943,3997730,141.28218,23.3,99639.49,1.183882
12966236,12948621,3997730,141.40901,23.3,99638.0,1.1838642
13026618,13003929,3997730,141.21877,23.31,99640.25,1.183891
13076831,13056669,3997730,141.26105,23.32,99639.75,1.1838851
13127054,13109427,3997730,141.47243,23.32,99637.24,1.1838552
13187252,13164621,3997730,141.43015,23.34,99637.75,1.1838613
13237432,13217303,3997730,141.49358,23.34,99637.0,1.1838524
13287747,13270109,3997730,141.36674,23.35,99638.49,1.1838701
13347958,13325324,3997730,141.32446,23.359999,99639.0,1.1838762
13398329,13378080,3997730,141.51207,23.359999,99636.76,1.1838495
13448477,13430805,3997730,141.40901,23.369999,99638.0,1.1838642
13508799,13486034,3997730,141.43015,23.38,99637.74,1.1838611
13558992,13538854,3997730,141.43015,23.38,99637.76,1.1838614
13609184,13591560,3997730,141.43015,23.39,99637.74,1.1838611
13669548,13646833,3997730,141.47243,23.4,99637.24,1.1838552
13719751,13699602,3997730,141.51471,23.41,99636.74,1.1838493
13770038,13752313,3997730,141.43015,23.41,99637.74,1.1838611
13830274,13807618,3997730,141.49358,23.42,99636.99,1.1838523
13880487,13860333,3997730,141.36674,23.43,99638.49,1.1838701
13930820,13913132,3997730,141.36674,23.43,99638.49,1.1838701
13990972,13968351,3997730,141.47243,23.439999,99637.24,1.1838552
14041276,14021060,3997730,141.47243,23.449999,99637.24,1.1838552
14091474,14073842,3997730,141.38788,23.46,99638.24,1.1838671
14151746,14129063,3997730,141.4513,23.47,99637.5,1.1838584
14202013,14181846,3997730,141.36674,23.47,99638.5,1.1838702
14252165,14234561,3997730,141.38788,23.47,99638.24,1.1838671
14312455,14289756,3997730,141.40901,23.49,99637.99,1.1838641
14362613,14342500,3997730,141.49358,23.49,99636.99,1.1838523
14412848,14395193,3997730,141.49358,23.5,99636.99,1.1838523
14473091,14450424,3997730,141.59662,23.51,99635.76,1.1838377
14523226,14503096,3997730,141.38788,23.51,99638.25,1.1838672
14573425,14555803,3997730,141.3456,23.519999,99638.74,1.1838732
14633786,14611126,3997730,141.64154,23.529999,99635.25,1.1838316
14683984,14663845,3997730,141.4513,23.529999,99637.5,1.1838584
14734269,14716598,3997730,141.68118,23.539999,99634.75,1.1838256
14794463,14771847,3997730,141.40901,23.55,99638.0,1.1838642
14844629,14824513,3997730,141.49358,23.56,99637.0,1.1838524
14894897,14877258,3997730,141.64154,23.56,99635.25,1.1838316
14955083,14932459,3997730,141.43015,23.58,99637.74,1.1838611
15005384,14985164,3997730,141.4513,23.58,99637.49,1.1838583
15055561,15037945,3997730,141.36674,23.59,99638.5,1.1838702
15115802,15093140,3997730,141.47243,23.6,99637.25,1.1838553
15166074,15145900,3997730,141.51471,23.6,99636.75,1.1838493
15216240,15198627,3997730,141.55699,23.609999,99636.24,1.1838434
15276577,15253860,3997730,141.57812,23.619999,99636.0,1.1838405
15326779,15306648,3997730,141.85292,23.619999,99632.75,1.1838019
15376938,15359330,3997730,141.72609,23.63,99634.25,1.1838198
15437265,15414586,3997730,141.62039,23.64,99635.5,1.1838346
15487423,15467308,3997730,141.62039,23.64,99635.5,1.1838346
15537605,15519988,3997730,141.72609,23.65,99634.25,1.1838198
15597969,15575330,3997730,141.59926,23.66,99635.74,1.1838374
15648147,15628026,3997730,141.62039,23.67,99635.5,1.1838346
15698495,15680820,3997730,141.55699,23.67,99636.24,1.1838434
15758694,15736063,3997730,141.51471,23.68,99636.75,1.1838493
15809005,15788765,3997730,141.57812,23.689999,99636.0,1.1838405
15859212,15841594,3997730,141.76573,23.689999,99633.75,1.1838138
15919433,15896782,3997730,141.62039,23.71,99635.5,1.1838346
15969743,15949575,3997730,141.62039,23.71,99635.5,1.1838346
16019907,16002295,3997730,141.57812,23.72,99636.0,1.1838405
16080210,16057501,3997730,141.74722,23.72,99634.0,1.1838167
16130441,16110299,3997730,141.59926,23.73,99635.74,1.1838374
16180651,16163003,3997730,141.47243,23.73,99637.26,1.1838554
16240914,16218256,3997730,141.57812,23.74,99636.0,1.1838405
16291060,16270949,3997730,141.76837,23.75,99633.74,1.1838137
16341244,16323634,3997730,141.62039,23.76,99635.49,1.1838346
16401597,16378939,3997730,141.72609,23.769999,99634.25,1.1838198
16451776,16431652,3997730,141.70232,23.769999,99634.5,1.1838226
16502063,16484401,3997730,141.83179,23.779999,99633.0,1.1838049
16562252,16539626,3997730,141.64154,23.789999,99635.24,1.1838315
16612429,16592296,3997730,141.59926,23.8,99635.74,1.1838374
16662745,16645108,3997730,141.62039,23.8,99635.5,1.1838346
16722983,16700337,3997730,141.83179,23.81,99632.99,1.1838048
16773278,16753102,3997730,141.78687,23.82,99633.5,1.1838107
16823460,16805840,3997730,141.72609,23.82,99634.25,1.1838198
16883809,16861047,3997730,141.81065,23.83,99633.24,1.1838077
16934005,16913872,3997730,141.62039,23.84,99635.51,1.1838346
16984195,16966581,3997730,141.70232,23.85,99634.5,1.1838226
17044519,17021839,3997730,141.78687,23.85,99633.5,1.1838107
17094686,17074566,3997730,141.74722,23.859999,99634.0,1.1838167
17144879,17127270,3997730,141.68382,23.869999,99634.74,1.1838255
17205207,17182564,3997730,141.76573,23.88,99633.75,1.1838138
17255474,17235307,3997730,141.72609,23.88,99634.24,1.1838197
17305787,17288091,3997730,141.74722,23.88,99634.0,1.1838167
17365970,17343351,3997730,141.53584,23.9,99636.5,1.1838465
17416260,17396026,3997730,141.64154,23.9,99635.24,1.1838315
17466482,17448851,3997730,141.93748,23.91,99631.75,1.1837901
17526748,17504077,3997730,141.66269,23.92,99635.0,1.1838286
17577050,17556889,3997730,141.78687,23.93,99633.5,1.1838107
17627209,17609598,3997730,141.74722,23.93,99634.0,1.1838167
17687574,17664820,3997730,141.70232,23.939999,99634.5,1.1838226
17737779,17717592,3997730,141.70232,23.949999,99634.5,1.1838226
17787982,17770328,3997730,141.83179,23.949999,99632.99,1.1838048
17848281,17825633,3997730,141.62039,23.96,99635.5,1.1838346
17898454,17878333,3997730,141.74722,23.97,99634.0,1.1838167
17948712,17931031,3997730,141.70232,23.97,99634.5,1.1838226
18008923,17986278,3997730,141.78687,23.98,99633.5,1.1838107
18059140,18038972,3997730,141.57812,23.99,99636.0,1.1838405
18109337,18091688,3997730,141.62039,24.0,99635.5,1.1838346
18169491,18146867,3997730,141.68118,24.0,99634.75,1.1838256
18219646,18199534,3997730,141.72609,24.01,99634.25,1.1838198
18269901,18252270,3997730,141.81065,24.01,99633.24,1.1838077
18330097,18307475,3997730,141.72609,24.029999,99634.24,1.1838197
18380421,18360186,3997730,141.68118,24.029999,99634.75,1.1838256
18430585,18412972,3997730,141.68118,24.039999,99634.75,1.1838256
18490823,18468173,3997730,141.66269,24.05,99635.0,1.1838286
18541125,18520959,3997730,141.74722,24.05,99634.0,1.1838167
18591282,18573675,3997730,141.72609,24.06,99634.25,1.1838198
18651591,18628878,3997730,141.62039,24.07,99635.5,1.1838346
18701800,18681666,3997730,141.78687,24.08,99633.5,1.1838107
18751972,18734354,3997730,141.66269,24.08,99635.0,1.1838286
18812314,18789614,3997730,141.53584,24.09,99636.5,1.1838465
18862489,18842368,3997730,141.57812,24.1,99636.0,1.1838405
18912828,18895064,3997730,141.66269,24.1,99635.0,1.1838286
18973122,18950468,3997730,141.59662,24.109999,99635.76,1.1838377
19023326,19003184,3997730,141.91634,24.109999,99631.99,1.1837928
19073620,19055974,3997730,141.53584,24.119999,99636.5,1.1838465
19133846,19111212,3997730,141.57812,24.13,99636.0,1.1838405
19184163,19163958,3997730,141.59662,24.14,99635.76,1.1838377
19234302,19216696,3997730,141.62039,24.14,99635.5,1.1838346
19294513,19271871,3997730,141.81065,24.15,99633.24,1.1838077
19344805,19324655,3997730,141.78687,24.16,99633.5,1.1838107
19394991,19377374,3997730,141.70232,24.16,99634.5,1.1838226
19455324,19432599,3997730,141.70232,24.17,99634.5,1.1838226
19505541,19485410,3997730,141.78687,24.18,99633.5,1.1838107
19555749,19538104,3997730,141.74722,24.18,99634.0,1.1838167
19616022,19593396,3997730,141.57812,24.189999,99635.99,1.1838404
19666181,19646069,3997730,141.70232,24.199999,99634.5,1.1838226
19716487,19698736,3997730,141.76573,24.199999,99633.75,1.1838138
19776787,19754079,3997730,141.68118,24.21,99634.75,1.1838256
19826907,19806795,3997730,141.62039,24.22,99635.5,1.1838346
19877173,19859539,3997730,141.72609,24.23,99634.25,1.1838198
19937418,19914780,3997730,141.53584,24.24,99636.5,1.1838465
19987760,19967576,3997730,141.78687,24.24,99633.5,1.1838107
20037963,20020345,3997730,141.68118,24.24,99634.75,1.1838256
20098171,20075542,3997730,141.51471,24.26,99636.74,1.1838493
20148445,20128299,3997730,141.70232,24.26,99634.5,1.1838226
20198630,20181010,3997730,141.68118,24.26,99634.75,1.1838256
20258952,20236241,3997730,141.93748,24.279999,99631.75,1.1837901
20309145,20289006,3997730,141.9137,24.279999,99632.0,1.183793
20359323,20341694,3997730,141.72609,24.289999,99634.25,1.1838198
20419630,20396983,3997730,141.74722,24.3,99634.0,1.1838167
20469846,20449719,3997730,141.70232,24.3,99634.5,1.1838226
20520154,20502426,3997730,141.59926,24.31,99635.75,1.1838375
20580375,20557711,3997730,141.64154,24.32,99635.25,1.1838316
20630548,20610424,3997730,141.72609,24.32,99634.25,1.1838198
20680819,20663183,3997730,141.76573,24.33,99633.75,1.1838138
20741051,20718407,3997730,141.57812,24.34,99636.0,1.1838405
20791288,20771119,3997730,141.83179,24.34,99632.99,1.1838048
20841537,20823903,3997730,141.66269,24.35,99635.0,1.1838286
20901808,20879163,3997730,141.59926,24.359999,99635.75,1.1838375
20952122,20931945,3997730,141.55699,24.359999,99636.24,1.1838434
21002261,20984649,3997730,141.66269,24.369999,99635.0,1.1838286
21062560,21039859,3997730,141.62039,24.38,99635.5,1.1838346
21112777,21092634,3997730,141.83179,24.38,99633.0,1.1838049
21162986,21145361,3997730,141.55434,24.39,99636.26,1.1838436
21223286,21200635,3997730,141.70232,24.4,99634.5,1.1838226
21273478,21253346,3997730,141.57812,24.41,99636.0,1.1838405
21323753,21306061,3997730,141.62039,24.41,99635.5,1.1838346
21383973,21361327,3997730,141.55434,24.42,99636.26,1.1838436
21434185,21414040,3997730,141.59926,24.43,99635.74,1.1838374
21484551,21466844,3997730,141.59662,24.43,99635.76,1.1838377
21544691,21522054,3997730,141.64154,24.439999,99635.25,1.1838316
21595020,21574811,3997730,141.53584,24.439999,99636.5,1.1838465
21645218,21627585,3997730,141.68382,24.449999,99634.74,1.1838255
21705622,21682863,3997730,141.72609,24.46,99634.25,1.1838198
21755838,21735713,3997730,141.72609,24.47,99634.24,1.1838197
21805996,21788388,3997730,141.72609,24.47,99634.25,1.1838198
21866313,21843619,3997730,141.87141,24.48,99632.5,1.1837989
21916501,21896376,3997730,141.62039,24.48,99635.5,1.1838346
21966743,21949094,3997730,141.68118,24.49,99634.75,1.1838256
22027036,22004387,3997730,141.72609,24.5,99634.24,1.1838197
22077207,22057088,3997730,141.74722,24.5,99634.0,1.1838167
22127526,22109848,3997730,141.53584,24.51,99636.5,1.1838465
22187778,22165111,3997730,141.70232,24.519999,99634.5,1.1838226
22237969,22217841,3997730,141.47243,24.529999,99637.26,1.1838554
22288128,22270521,3997730,141.64154,24.529999,99635.25,1.1838316
22348309,22325690,3997730,141.72609,24.539999,99634.25,1.1838198
22398561,22378380,3997730,141.66269,24.55,99635.0,1.1838286
22448752,22431119,3997730,141.64154,24.55,99635.24,1.1838315
22508962,22486317,3997730,141.66269,24.56,99635.0,1.1838286
22559261,22539064,3997730,141.64154,24.56,99635.24,1.1838315
22609436,22591819,3997730,141.70232,24.57,99634.5,1.1838226
22669776,22647027,3997730,141.68382,24.58,99634.74,1.1838255
22719936,22699813,3997730,141.59662,24.59,99635.76,1.1838377
22770107,22752502,3997730,141.76573,24.59,99633.75,1.1838138
22830457,22807741,3997730,141.51471,24.6,99636.74,1.1838493
22880610,22860494,3997730,141.64154,24.6,99635.25,1.1838316
22930820,22913199,3997730,141.70232,24.609999,99634.5,1.1838226
22991139,22968496,3997730,141.66269,24.619999,99635.0,1.1838286
23041292,23021181,3997730,141.55699,24.619999,99636.24,1.1838434
23091666,23073884,3997730,141.59926,24.63,99635.74,1.1838374
23151840,23129207,3997730,141.55699,24.64,99636.24,1.1838434
23633924,23611193,3997730,141.70232,24.699999,99634.5,1.1838226
23684121,23663968,3997730,141.59926,24.699999,99635.74,1.1838374
23734284,23716675,3997730,141.57812,24.71,99635.99,1.1838404
23794623,23771934,3997730,141.66269,24.72,99635.0,1.1838286
23844806,23824681,3997730,141.49358,24.73,99637.0,1.1838524
23895075,23877359,3997730,141.51471,24.73,99636.74,1.1838493
23955282,23932639,3997730,141.62039,24.74,99635.49,1.1838346
24005479,23985348,3997730,141.55699,24.74,99636.24,1.1838434
24055778,24038110,3997730,141.64154,24.75,99635.25,1.1838316
24115984,24093347,3997730,141.57812,24.76,99636.0,1.1838405
24166140,24146027,3997730,141.53584,24.76,99636.5,1.1838465
24216450,24198806,3997730,141.76573,24.76,99633.75,1.1838138
24276684,24254021,3997730,141.51471,24.769999,99636.74,1.1838493
24327000,24306826,3997730,141.66269,24.779999,99635.0,1.1838286
24377170,24359556,3997730,141.66269,24.779999,99635.0,1.1838286
24437490,24414742,3997730,141.59662,24.789999,99635.76,1.1838377
24487616,24467501,3997730,141.59662,24.8,99635.76,1.1838377
24537856,24520199,3997730,141.51207,24.8,99636.76,1.1838495
24598154,24575431,3997730,141.62039,24.81,99635.5,1.1838346
24648273,24628136,3997730,141.59926,24.82,99635.74,1.1838374
24698475,24680835,3997730,141.43015,24.82,99637.74,1.1838611
24758778,24736107,3997730,141.59926,24.83,99635.74,1.1838374
24808985,24788836,3997730,141.62039,24.84,99635.5,1.1838346
24859203,24841565,3997730,141.62039,24.84,99635.5,1.1838346
24919461,24896807,3997730,141.55699,24.85,99636.24,1.1838434
24969695,24949544,3997730,141.5332,24.85,99636.51,1.1838466
25019981,25002347,3997730,141.78687,24.859999,99633.5,1.1838107
25080216,25057568,3997730,141.53584,24.869999,99636.5,1.1838465
25130477,25110318,3997730,141.62039,24.869999,99635.5,1.1838346
25180748,25163103,3997730,141.59926,24.88,99635.74,1.1838374
25240950,25218315,3997730,141.3456,24.89,99638.74,1.1838732
25291209,25271072,3997730,141.70232,24.89,99634.5,1.1838226
25341375,25323767,3997730,141.47243,24.9,99637.24,1.1838552
25401802,25379040,3997730,141.49358,24.91,99636.99,1.1838523
25451961,25431842,3997730,141.59662,24.91,99635.76,1.1838377
25502141,25484519,3997730,141.43015,24.92,99637.74,1.1838611
25562444,25539783,3997730,141.81065,24.93,99633.25,1.1838078
25612602,25592484,3997730,141.68382,24.93,99634.74,1.1838255
25662922,25645220,3997730,141.4513,24.939999,99637.5,1.1838584
25723123,25700504,3997730,141.72609,24.939999,99634.25,1.1838198
25773303,25753168,3997730,141.49358,24.949999,99637.0,1.1838524
25823552,25805908,3997730,141.64154,24.949999,99635.25,1.1838316
25883822,25861124,3997730,141.70232,24.96,99634.5,1.1838226
25934100,25913844,3997730,141.38788,24.97,99638.24,1.1838671
25984300,25966684,3997730,141.72609,24.97,99634.24,1.1838197
26044509,26021865,3997730,141.66269,24.98,99635.0,1.1838286
26094819,26074629,3997730,141.43015,24.99,99637.74,1.1838611
26144984,26127375,3997730,141.66269,24.99,99635.0,1.1838286
26205305,26182551,3997730,141.51471,25.0,99636.74,1.1838493
26255504,26235381,3997730,141.59926,25.01,99635.74,1.1838374
26305773,26288112,3997730,141.47243,25.01,99637.26,1.1838554
26366079,26343425,3997730,141.55699,25.019999,99636.24,1.1838434
26416249,26396130,3997730,141.66269,25.019999,99635.0,1.1838286
26466589,26448870,3997730,141.43015,25.029999,99637.74,1.1838611
26526839,26504207,3997730,141.30331,25.039999,99639.24,1.183879
26576999,26556886,3997730,141.64154,25.039999,99635.25,1.1838316
26627264,26609629,3997730,141.68118,25.05,99634.75,1.1838256
26687450,26664829,3997730,141.53584,25.06,99636.5,1.1838465
26737755,26717502,3997730,141.36674,25.06,99638.5,1.1838702
26787949,26770327,3997730,141.51207,25.07,99636.76,1.1838495
26848154,26825514,3997730,141.53584,25.08,99636.5,1.1838465
26898401,26878232,3997730,141.4513,25.08,99637.5,1.1838584
26948539,26930929,3997730,141.64154,25.09,99635.25,1.1838316
27008749,26986114,3997730,141.66269,25.1,99635.0,1.1838286
27059068,27038938,3997730,141.64154,25.1,99635.25,1.1838316
27109255,27091643,3997730,141.47243,25.1,99637.24,1.1838552
27169572,27146902,3997730,141.4513,25.109999,99637.49,1.1838583
27219779,27199642,3997730,141.49358,25.119999,99637.0,1.1838524
27269934,27252328,3997730,141.55434,25.119999,99636.26,1.1838436
27330238,27307597,3997730,141.64154,25.13,99635.25,1.1838316
27380445,27360308,3997730,141.53584,25.14,99636.5,1.1838465
27430751,27413043,3997730,141.53584,25.14,99636.5,1.1838465
27490978,27468354,3997730,141.43015,25.15,99637.74,1.1838611
27541207,27521051,3997730,141.4513,25.15,99637.49,1.1838583
27591499,27573867,3997730,141.43015,25.16,99637.75,1.1838613
27651745,27629078,3997730,141.59662,25.17,99635.76,1.1838377
27702011,27681846,3997730,141.66269,25.17,99635.0,1.1838286
27752169,27734563,3997730,141.47243,25.17,99637.24,1.1838552
27812379,27789742,3997730,141.40901,25.18,99638.0,1.1838642
27862690,27842509,3997730,141.57812,25.189999,99636.0,1.1838405
27912886,27895230,3997730,141.49358,25.199999,99636.99,1.1838523
27973203,27950465,3997730,141.47243,25.21,99637.24,1.1838552
28023361,28003246,3997730,141.40901,25.21,99638.0,1.1838642
28073558,28055938,3997730,141.51471,25.21,99636.74,1.1838493
28133857,28111209,3997730,141.57812,25.22,99636.0,1.1838405
28184041,28163913,3997730,141.64154,25.22,99635.24,1.1838315
28234248,28216611,3997730,141.47243,25.23,99637.24,1.1838552
28294532,28271858,3997730,141.43015,25.24,99637.74,1.1838611
28344761,28324609,3997730,141.38788,25.24,99638.25,1.1838672
28395064,28377415,3997730,141.62039,25.25,99635.5,1.1838346
28455380,28432676,3997730,141.3456,25.26,99638.74,1.1838732
